id,start_time,end_time,length,removed_from_corpus,changed,new_name,new_start,new_end,Explanation,r1,a1,r2,a2,speaker_1,speaker_1_gender,speaker_1_role,speaker_2,speaker_2_gender,speaker_2_role,mean_score,Text,Dash
126_Crouse_Gorsuch_KahlervKansas,2361.96,2367.96,6,,,,,,,72,4,36,65,Crouse,m,a,Gorsuch,m,j,54," Well, yes, I would accept that carving out strict liability in the corporate liability context. ",FALSE
16_Kagan_Hinkel_MitchellvWisconsin,279.52,285.52,6,,,,,,,72,14,100,32,Kagan,f,j,Hinkel,m,a,86," Do you think Wisconsin could do that? Suppose, at the time you went in to get your driver's license, you had to sign something and it said, I'm -- I'm -- I'm agreeing that if I'm ever found unconscious, you know, I'm giving my consent now. ",FALSE
150_Adams_Kagan_WAvCoug,1512.92,1518.92,6,,,,,,,74,27,89,60,Adams,f,a,Kagan,f,j,81.5," I think that, under that view, Justice Kagan, the -- the most you could get is to the Ninth Circuit's line where they've said that the state can't impose a fee like a licensing fee or a toll or something like that to use the highway,
even if it's being imposed across the board. What's happening here is a different type of restriction. ",FALSE
197_Jurss_Sotomayor_MitchellvWisconsin,2873.28,2879.28,6,,,,,,,74,33,74,75,Jurss,f,a,Sotomayor,f,j,74," So there -- there may, in many of these cases, be exigent circumstances, but the question should not just simply be one of time because, as this Court recognized in Kentucky v. King, there's -- there's nowhere in the Constitution that says that the minute police have probable cause, they need to drop everything and get a warrant. And that should be particularly true where we know law enforcement is going to be confronted with someone who needs urgent medical attention and, again, he hasn't withdrawn his implied consent. So law enforcement has every reason to believe that he is continuing to agree. ",FALSE
138_Jurss_Sotomayor_MitchellvWisconsin,1941.4,1947.4,6,,,,,,,75,49,25,66,Jurss,f,a,Sotomayor,f,j,50," No, there's not. ",FALSE
189_Alito_Unikowsky_WAvCoug,1962.4,1968.4,6,,,,,,,75,15,86,33,Alito,m,j,Unikowsky,m,a,80.5," Well, then that's very artificial and you get into this metaphysical question of what they're doing. ",FALSE
204_Sotomayor_Jurss_MitchellvWisconsin,2940.56,2946.56,6,,,,,,,75,42,100,59,Sotomayor,f,j,Jurss,f,a,87.5," -- for purposes of identification, not for purposes of proof at trial but for purposes of identification, was not sufficiently intrusive to require a warrant. ",FALSE
252_Unikowsky_Kavanaugh_WAvCoug,2370.12,2376.12,6,,,,,,,75,12,73,37,Unikowsky,m,a,Kavanaugh,m,j,74, So we have a broader argument in our brief and a narrower one. ,FALSE
70_Kavanaugh_Schrup_KahlervKansas,1431.52,1437.52,6,,,,,,,76,8,100,69,Kavanaugh,m,j,Schrup,f,a,88," What do you do with the statement of Justice Marshall for a plurality in Powell versus Texas? ""Nothing could be less fruitful than for this Court to be impelled into defining some sort of insanity defense -- or insanity test in constitutional terms."" I think pointing out the difficulty of us, through the Due Process Clause, wading into this policy debate and figuring out what the line is. ",FALSE
55_Alito_Ratner_VAvGolden,1414.92,1420.92,6,,,,,,,77,18,37,18,Alito,m,j,Ratner,m,a,57," I mean, it's hard for me to believe that doesn't cost them one dime. I mean, maybe they -- they publish a map showing the current districts, and they'd have to publish a different map. ",FALSE
62_Kagan_Ratner_VAvGolden,1520.24,1526.24,6,,,,,,,77,22,77,42,Kagan,f,j,Ratner,m,a,77, -- suppose that you're right that the legislature has no interest in who is going to represent each district. ,FALSE
96_Sotomayor_Crouse_KahlervKansas,1779.76,1785.76,6,,,,,,,77,8,95,69,Sotomayor,f,j,Crouse,m,a,86," -- there's not -- yes, you're -- you're adding a volition. ",FALSE
14_Sotomayor_Hinkel_MitchellvWisconsin,243.64,249.64,6,,,,,,,78,37,100,38,Sotomayor,f,j,Hinkel,m,a,89," Well, we let people give advance consent on any number of issues, including DNR, Do Not Resuscitate, consent forms, and, generally, they come into effect when you're not in a position to revoke. Why isn't this comparable? ",FALSE
243_Alito_Unikowsky_WAvCoug,2271.04,2277.04,6,,,,,,,78,2,83,66,Alito,m,j,Unikowsky,m,a,80.5, So where do you get the difference between a regulation and a -- and -- and a tax under the words of the treaty? ,FALSE
50_Ratner_Alito_VAvGolden,1341.32,1347.32,6,,,,,,,78,14,70,1,Ratner,m,a,Alito,m,j,74," Mr. Chief Justice, and may it please the Court: I have two points on standing and two on the merits. On standing, the House as an institution isn't harmed by changes to individual district lines, and while states can authorize legislatures to represent them in court, Virginia hasn't done so. ",FALSE
103_Breyer_Adams_WAvCoug,1078.56,1084.56,6,,,,,,,79,33,50,48,Breyer,m,j,Adams,f,a,64.5," Yes, doing it for everybody. ",FALSE
191_Jurss_Kavanaugh_MitchellvWisconsin,2756.84,2762.84,6,,,,,,,79,14,75,44,Jurss,f,a,Kavanaugh,m,j,77," Some of these situations, it will be a single officer. ",FALSE
314_Kagan_Purcell_WAvCoug,3466.8,3472.8,6,,,,,,,79,5,100,72,Kagan,f,j,Purcell,m,a,89.5," But on -- on that one,
didn't Mr. Unikowsky say, consistent with our case law, that there's a difference between taxation and regulation? ",FALSE
266_Unikowsky_Ginsburg_WAvCoug,2646.12,2652.12,6,,,,,,,80,36,68,52,Unikowsky,m,a,Ginsburg,f,j,74," Yes, Your Honor. ",FALSE
31_Roberts_Clement_VAvGolden,642.68,648.68,6,,,,,,,80,49,69,61,Roberts,m,j,Clement,f,a,74.5," Mr. Clement, I -- I'd like to move to the merits at this point if that's all right. ",FALSE
117_Breyer_Adams_WAvCoug,1168.32,1174.32,6,,,,,,,81,26,86,60,Breyer,m,j,Adams,f,a,83.5," In Oregon, you say that they have -- they cannot take steps to remove significant numbers of salmon from the steam -- stream, and they cannot take steps sufficient to significantly limit the right to travel on the highway by these people. ",FALSE
209_Jurss_Roberts_MitchellvWisconsin,3035.76,3041.76,6,,,,,,,81,24,65,52,Jurss,f,a,Roberts,m,j,73," That -- that could very well make a difference, because, if we're thinking about it through the lens of what I'll call typical consent, if an officer objectively perceives a withdrawal of that consent, then the state may no longer proceed under his -- under the theory of -- that he's offered consent. ",FALSE
46_Sotomayor_Purcell_WAvCoug,469.6,475.6,6,,,,,,,81,14,100,72,Sotomayor,f,j,Purcell,m,a,90.5," But even in the fishing rights case, which you don't see as -- as comparable,
but others might argue it is,
the state can regulate for public interest conservation points. The Indian tribe has conceded that you can regulate for public interest on a highway. That wasn't superseded by the treaty. ",FALSE
75_Hinkel_Sotomayor_MitchellvWisconsin,1058,1064,6,,,,,,,81,59,87,72,Hinkel,m,a,Sotomayor,f,j,84," If I understand the hypothetical, what you're proposing is would be an obstacle to them getting a warrant in time. And -- and that, again, is -- is essentially the definition of exigency. ",FALSE
126_Elias_Roberts_VAvGolden,2597.44,2603.44,6,,,,,,,82,11,70,66,Elias,f,a,Roberts,m,j,76," Mr. Chief Justice, and may it please the Court: It is not in dispute in this case that the Commonwealth of Virginia adopted a one-size-fits-all, 55 percent racial rule that had a direct and significant input -- impact on the drawing of district lines in each of the -- the 11 challenged districts. ",FALSE
167_Jurss_Alito_MitchellvWisconsin,2367.04,2373.04,6,,,,,,,82,39,50,48,Jurss,f,a,Alito,m,j,66, We would agree. ,FALSE
200_Sotomayor_Jurss_MitchellvWisconsin,2902.8,2908.8,6,,,,,,,82,37,98,39,Sotomayor,f,j,Jurss,f,a,90," If there is none for the reasons we've discussed, then you are back to exigent circumstances or some other recognized exception. You say incident to arrest. ",FALSE
313_Purcell_Kagan_WAvCoug,3459.12,3465.12,6,,,,,,,82,15,23,43,Purcell,m,a,Kagan,f,j,52.5," They have a treaty with the United States, Your Honor. ",FALSE
135_Sotomayor_Crouse_KahlervKansas,2435.56,2441.56,6,,,,,,,83,64,59,65,Sotomayor,f,j,Crouse,m,a,71," -- which is could -- could you do away with the mens rea defense? Could you simply say we in Kansas believe if you kill someone, regardless of the reasons, if you've done the act, you've committed murder? Period, end of story. ",FALSE
181_Jurss_Kavanaugh_MitchellvWisconsin,2636.08,2642.08,6,,,,,,,83,54,61,58,Jurss,f,a,Kavanaugh,m,j,72, So the officer in this case first took him to the police station because he wanted to first offer the lesser intrusive breath test. ,FALSE
193_Kagan_Prelogar_KahlervKansas,3125.88,3131.88,6,,,,,,,84,10,86,69,Kagan,f,j,Prelogar,f,a,85," Ms. Prelogar, let's just say I disagree with this, that when I look back at the history I see lots of cases, Rex v. Arnold, Billingham, a number of others, which make it quite clear, I mean, these are all people who had an intent to kill. And what the common law was saying was that even though they had the intent to kill, there was going to be a further inquiry into how their insanity limited their moral understanding, that -- their understanding of wrongfulness of their act. ",FALSE
53_Alito_Ratner_VAvGolden,1368.32,1374.32,6,,,,,,,84,21,100,61,Alito,m,j,Ratner,m,a,92," If something causes me the loss of $5 or causes me to expend an hour that I would rather do -- use for some other purpose, that's injury in fact. Is it -- is it conceivable that this does not have even that kind of an administrative impact on the House of Delegates? ",FALSE
157_Gorsuch_Jurss_MitchellvWisconsin,2247.28,2253.28,6,,,,,,,85,24,84,42,Gorsuch,m,j,Jurss,f,a,84.5," I'm sorry, I misspoke. ",FALSE
180_Sotomayor_Jurss_MitchellvWisconsin,2554.52,2560.52,6,,,,,,,85,11,100,43,Sotomayor,f,j,Jurss,f,a,92.5," I think what was in their mind is we either get consent, and if we don't, they're going to suspend his license anyway, and it's only convenient for me now that I have to take him to the hospital to take the blood draw. ",FALSE
232_Hinkel_Alito_MitchellvWisconsin,3538.56,3544.56,6,,,,,,,85,15,66,37,Hinkel,m,a,Alito,m,j,75.5," Well, I don't think we have any evidence that that is, in fact, the case, that that is most cases. ",FALSE
254_Unikowsky_Roberts_WAvCoug,2434.88,2440.88,6,,,,,,,85,12,34,36,Unikowsky,m,a,Roberts,m,j,59.5," So I think,
under the broadest possible version of our argument,
we probably -- but I'm not going to push this very hard -- I think it would be preempted, but I'm not going to push it very hard because I think that this really is a transportation tax. I think it's actually quite helpful to look at why the statute is written the way it is, to understand why we really think this is a transportation tax. ",FALSE
68_Ginsburg_Schrup_KahlervKansas,1380.2,1386.2,6,,,,,,,85,9,32,45,Ginsburg,f,j,Schrup,f,a,58.5," The Kansas Supreme Court didn't reach that question, so you are asking to -- us to decide it as a matter of first impression. ",FALSE
104_Kagan_Crouse_KahlervKansas,2004.12,2010.12,6,,,,,,,86,8,95,69,Kagan,f,j,Crouse,m,a,90.5," You know, I guess I -- I understand that there are some variations in the historical record and even in states now, but -- but there are some number of states, a great number, 46 states, 48 states, whatever it is, that go further than you do in terms of saying something more is required than the mere capacity to -- to formulate criminal intent, and that that something more in large measure is some ability to -- to -- to make moral judgments and to distinguish between right and wrong. And, again, let's just assume that -- that that's what the historical record said. ",FALSE
14_Sotomayor_Purcell_WAvCoug,107.2,113.2,6,,,,,,,86,6,89,67,Sotomayor,f,j,Purcell,m,a,87.5," But,
if it's an importation tax, it's not equally applied. There are wholesalers of all kind who can import without paying the tax,
correct? ",FALSE
162_Unikowsky_Roberts_WAvCoug,1673.28,1679.28,6,,,,,,,86,23,50,68,Unikowsky,m,a,Roberts,m,j,68," Yeah,
I think that if all the tribe is doing is transporting the apples,
we absolutely agree the -- the apples can be inspected. ",FALSE
19_Alito_Clement_VAvGolden,375.12,381.12,6,,,,,,,86,34,66,58,Alito,m,j,Clement,f,a,76, And -- and that's based on what? On the arguments that were made? The arguments that were made were arguments that represented -- that went to the represent -- the interests of the Commonwealth? ,FALSE
283_Kagan_Unikowsky_WAvCoug,2857.56,2863.56,6,,,,,,,86,33,78,50,Kagan,f,j,Unikowsky,m,a,82," -- it seems to me you can look at this in one of two ways,
and which way you look at it,
in part,
you know,
suggests who should win. The first is you -- you could say: What is the taxpayer here doing? Is what the taxpayer here doing within the terms of the treaty? And there,
it just seems to me that you win because what the taxpayer is doing is transporting goods to and from market. ",FALSE
80_Sotomayor_Hinkel_MitchellvWisconsin,1107.88,1113.88,6,,,,,,,86,33,72,60,Sotomayor,f,j,Hinkel,m,a,79," They knew he -- they needed the warrant when they arrested him. If they needed the evidence, then they didn't have to wait an hour to try to get it. ",FALSE
174_Prelogar_Sotomayor_KahlervKansas,2852.16,2858.16,6,,,,,,,87,53,44,64,Prelogar,f,a,Sotomayor,f,j,65.5," Mr. Chief Justice, and may it please the Court: Petitioner bears the burden of establishing that substantive due process principles override the Kansas legislature's judgment in this case in adopting a mens rea test of insanity, and he has not carried that burden. Petitioner suggests that this Court should recognize a theory of moral culpability and impose that uniformly across the states. But the problem with that approach is, both as a matter of history and in contemporaneous practice, there has been no agreement on the precise circumstances when mental illness should excuse criminal responsibility. And I'd like to begin, actually, with the hypotheticals that Justice Sotomayor and Justice Breyer brought up, because I think that this actually illustrates that even in contemporary jurisdictions today, there is a basic divide on when someone should be entitled to invoke the insanity defense. ",FALSE
263_Breyer_Unikowsky_WAvCoug,2586.12,2592.12,6,,,,,,,88,33,54,68,Breyer,m,j,Unikowsky,m,a,71," It says bulk entry or something like that,
non-bulk entry. ",FALSE
131_Sotomayor_Adams_WAvCoug,1298.84,1304.84,6,,,,,,,89,23,90,76,Sotomayor,f,j,Adams,f,a,89.5," So you're going back to the point that Justice Gorsuch ended with, which is that you're reading ""in common with all others"" differently in this context than in the fishing rights context? ",FALSE
166_Roberts_Jurss_MitchellvWisconsin,2359.08,2365.08,6,,,,,,,89,18,100,56,Roberts,m,j,Jurss,f,a,94.5, -- but it doesn't seem that it would help us with our particular conundrum. ,FALSE
212_Schrup_Alito_KahlervKansas,3553.16,3559.16,6,,,,,,,89,53,66,62,Schrup,f,a,Alito,m,j,77.5," It was tied to common law intent, if we use the term mens rea, but it was tied to common law intent, which is a very different term than what they used, Justice Alito. ",FALSE
6_Sotomayor_Clement_VAvGolden,134.88,140.88,6,,,,,,,89,34,28,68,Sotomayor,f,j,Clement,f,a,58.5, It has to be approved by the Senate and signed by the governor and survive a -- a -- a veto by the governor if he or she chooses. So it's really a law that doesn't belong to the House. ,FALSE
90_Breyer_Heytens_VAvGolden,2190.12,2196.12,6,,,,,,,89,12,100,72,Breyer,m,j,Heytens,f,a,94.5," What do you suggest? I mean, the way you want to with no standing, you have a Democratic House, a Democratic governor, and they don't like the plan. ",FALSE
98_Roberts_Hinkel_MitchellvWisconsin,1319.16,1325.16,6,,,,,,,89,37,100,39,Roberts,m,j,Hinkel,m,a,94.5," Well, the only conditions -- I mean, to belabor it, the only conditions you need to know about are the ones that I gave you. ",FALSE
227_Alito_Schrup_KahlervKansas,3641.8,3647.8,6,,,,,,,90,31,96,70,Alito,m,j,Schrup,f,a,93," And that's what you are arguing for, a separate insanity defense, and that was M'Naghten. ",FALSE
25_Kagan_Clement_VAvGolden,516.48,522.48,6,,,,,,,91,33,78,49,Kagan,f,j,Clement,f,a,84.5," -- on the -- on the representing the state, even supposing that you're right, actually, it seems that you're right, that throughout some part of this litigation, the Attorney General's Office was very happy to have the legislature do most of the work, are you saying that that affects a kind of permanent delegation to the legislature to continue in that capacity, even if and when the Attorney General's Office decides, you know, actually, it -- something has changed, there now comes a point where we want to resume the head representative role? ",FALSE
253_Kavanaugh_Unikowsky_WAvCoug,2380.24,2386.24,6,,,,,,,91,27,58,36,Kavanaugh,m,j,Unikowsky,m,a,74.5," That seems to be an argument that it's a sham,
that it's really getting to transportation. ",FALSE
102_Kagan_Crouse_KahlervKansas,1918.72,1924.72,6,,,,,,,92,10,95,53,Kagan,f,j,Crouse,m,a,93.5," So, General Crouse, could you assume for a moment that I disagree with you on the reading of the historical record? And just let's say that the historical record actually -- that there's much more evidence than you are suggesting that a defendant had to have a guilty mind, meaning an understanding that what he was doing was immoral, as well as the inability to form specific criminal intent. And if -- if that's the case, if you look at the -- all the cases and say, you know, case after case after case what they're talking about is something more than criminal intent, what they're talking about is some kind of moral understanding, if that's the case what's your best argument that you should win? ",FALSE
183_Alito_Unikowsky_WAvCoug,1895.24,1901.24,6,,,,,,,92,22,95,55,Alito,m,j,Unikowsky,m,a,93.5," But what if the -- I mean,
what if the statute said the first entity to possess the fuel in the state must pay the tax? ",FALSE
4_Roberts_Hinkel_MitchellvWisconsin,81.52,87.52,6,,,,,,,92,11,89,37,Roberts,m,j,Hinkel,m,a,90.5, Is that so clearly something that they couldn't do? ,FALSE
86_Roberts_Heytens_VAvGolden,1975.8,1981.8,6,,,,,,,92,48,19,71,Roberts,m,j,Heytens,f,a,55.5," Well, here, in the beginning, the State's Attorney General was happy to have the House take over the litigation. ",FALSE
18_Sotomayor_Purcell_WAvCoug,141.52,147.52,6,,,,,,,93,63,71,73,Sotomayor,f,j,Purcell,m,a,82," Then the person who buys the fuel uses it, correct? ",FALSE
301_Unikowsky_Sotomayor_WAvCoug,3304.76,3310.76,6,,,,,,,94,57,47,71,Unikowsky,m,a,Sotomayor,f,j,70.5," I mean,
I think I'd probably still try to argue preemption, but I think it would be much harder than the argument I'm currently making to you today,
because the Court has held that the incidence of the tax is a question of state law. It just seems to me that if -- if the state court is saying that this is a transportation tax,
and transportation is treaty-protected activity,
it just kind of follows like almost,
like,
inevitably that there's -- there's preemption because,
you know,
you're taxing treaty-protected activity based on the statute as it's authoritatively construed by the state court. I just would like to say one thing about why I think that,
you know,
this -- what the state is doing here is quite inconsistent with what I think the expectation of the tribe would have been in 1855,
because the tribe was actually specifically concerned about transporting fuel along this route,
right? And so Governor Stephens promised in the treaty minutes,
you can take your goods to market to the river,
which is a reference to the Columbia River. ",FALSE
89_Heytens_Breyer_VAvGolden,2144.88,2150.88,6,,,,,,,94,57,21,71,Heytens,f,a,Breyer,m,j,57.5," Justice Alito, I -- I understand that concern, and I don't think the Court has to get into it. ",FALSE
129_Kagan_Jurss_MitchellvWisconsin,1759.84,1765.84,6,,,,,,,95,34,50,39,Kagan,f,j,Jurss,f,a,72.5," Which exception are you saying we fall under, or are you saying that it kind of doesn't matter, we could do the reasonableness inquiry free-style? ",FALSE
14_Alito_Schrup_KahlervKansas,398.92,404.92,6,,,,,,,95,64,90,64,Alito,m,j,Schrup,f,a,92.5," Well, I don't know that that's the case. ",FALSE
163_Roberts_Unikowsky_WAvCoug,1678.12,1684.12,6,,,,,,,95,11,66,35,Roberts,m,j,Unikowsky,m,a,80.5, But -- but -- but no fee can be assessed if the tribe is transporting the apples? ,FALSE
277_Alito_Unikowsky_WAvCoug,2742.04,2748.04,6,,,,,,,95,19,75,44,Alito,m,j,Unikowsky,m,a,85, Why does it matter whether it arrives by sea or across the border from Oregon? ,FALSE
130_Roberts_Elias_VAvGolden,2685.24,2691.24,6,,,,,,,96,57,100,59,Roberts,m,j,Elias,f,a,98," -- which is the fact that the prior judicial panel found, you know, A, B, and C credible and D, E, and F incredible, and then a different panel found the exact opposite for the exact witnesses. And that, I understand, is a basic element, if you're looking at a case, the clearly erroneous standard applies, but it seems an awkward position for us to be in in saying, well, these directly 180 degree findings are clearly or not clearly erroneous, when we would have found the exact same thing the other way if that panel had been before us. ",FALSE
20_Alito_Schrup_KahlervKansas,502.56,508.56,6,,,,,,,97,53,100,70,Alito,m,j,Schrup,f,a,98.5," Well, there are many, many people who believe, maybe not so much for murder, but certainly for a lot of other offenses, that things that are violations of the law are nevertheless moral. And so if that were the general rule in criminal law, that you cannot be convicted if you -- if you know that -- if you believe that what you've done is moral, that would revolutionize criminal law. ",FALSE
233_Alito_Hinkel_MitchellvWisconsin,3553.92,3559.92,6,,,,,,,97,68,86,76,Alito,m,j,Hinkel,m,a,91.5," Well, what's on the other side of the balance where you have somebody who's unconscious, so will not even be able to perceive that the blood test is being administered, and the person is in all likelihood having a blood draw for other purposes anyway? ",FALSE
28_Kagan_Schrup_KahlervKansas,634,640,6,,,,,,,97,9,33,46,Kagan,f,j,Schrup,f,a,65," Can I ask you about a premise of your argument? And it's that if we look to history, and if history supports what you say, then we're obligated to go with it now. And I -- I just want to ask how and why that's so, because there are many ways in which understandings of criminal culpability change over the years. ",FALSE
10_Ginsburg_Schrup_KahlervKansas,315.84,321.84,6,,,,,,,98,46,58,65,Ginsburg,f,j,Schrup,f,a,78, My hypothetical is the question of where the person is incarcerated is determined second. ,FALSE
149_Kagan_Adams_WAvCoug,1486.12,1492.12,6,,,,,,,98,21,69,63,Kagan,f,j,Adams,f,a,83.5," But if -- if I disagree with you on that -- and I hadn't understood that you were taking that position in your brief -- but if I disagree with you on that and I use -- and I understand ""in common with"" the way Tulee understood ""in common with,"" then it seems,
well,
there they are,
they're doing what this treaty says that the -- that this -- they're doing exactly what this treaty protects,
which is transporting goods to and from market. ",FALSE
155_Gorsuch_Jurss_MitchellvWisconsin,2216,2222,6,,,,,,,98,2,63,14,Gorsuch,m,j,Jurss,f,a,80.5," We've been proceeding on the assumption that -- that the state law operates to create implied consent or it's a condition of driving. But has actually a majority of your supreme court ever so held? As I understand it, there were three justices who held that that is, indeed, how the law works, as you're arguing, but only three justices. ",FALSE
64_Kavanaugh_Purcell_WAvCoug,639.28,645.28,6,,,,,,,98,21,50,68,Kavanaugh,m,j,Purcell,m,a,74," But they were told at the time of the treaty that you could go on the roads to take your things to market, as if you would be treated off-reservation, as if you were still on the reservation. ",FALSE
78_Sotomayor_Hinkel_MitchellvWisconsin,1087.08,1093.08,6,,,,,,,98,21,100,45,Sotomayor,f,j,Hinkel,m,a,99, -- the result. ,FALSE
115_Breyer_Adams_WAvCoug,1138.76,1144.76,6,,,,,,,99,58,23,71,Breyer,m,j,Adams,f,a,61," And then,
when I'm driving up, I would have thought they can't do that,
but if they can't do that, this is gasoline. ",FALSE
2_Ginsburg_Clement_VAvGolden,94.52,100.52,6,,,,,,,99,67,92,75,Ginsburg,f,j,Clement,f,a,95.5," Mr. Clement, here, it isn't even the legislative branch; it's one house of the legislature. ",FALSE
29_Sotomayor_Clement_VAvGolden,573.16,579.16,6,,,,,,,99,26,23,43,Sotomayor,f,j,Clement,f,a,61, Where we're -- we're taking away from the people of Virginia the right to say who's going to speak on their behalf? ,FALSE
108_Breyer_Crouse_KahlervKansas,2115.48,2121.48,6,,,,,,,100,8,100,30,Breyer,m,j,Crouse,m,a,100, You're not going to get it exactly. ,FALSE
12_Alito_Schrup_KahlervKansas,378.84,384.84,6,,,,,,,100,45,100,46,Alito,m,j,Schrup,f,a,100, You're talking about lack of moral capacity. ,FALSE
12_Ginsburg_Hinkel_MitchellvWisconsin,191.24,197.24,6,,,,,,,100,1,89,36,Ginsburg,f,j,Hinkel,m,a,94.5," He's uncapable -- he's incapable of hearing what he's told, but, in the -- in -- in the case of the unconscious driver, could his license be revoked? ",FALSE
124_Heytens_Roberts_VAvGolden,2562.96,2568.96,6,,,,,,,100,17,100,52,Heytens,f,a,Roberts,m,j,100," Again, Justice Gorsuch, I think Beens is, at best, the outermost limit of this Court's standing jurisprudence, and our fundamental submission is you should not extend it from the very specific situation presented there to the much more common situation presented here. Thank you. ",FALSE
149_Crouse_Kavanaugh_KahlervKansas,2529.68,2535.68,6,,,,,,,100,46,68,62,Crouse,m,a,Kavanaugh,m,j,84," I -- I think I would agree that the states have -- organized societies have consistently struggled with how to define and handle mental illness, but I don't believe that there has been a baseline that has been established beneath which the states could go. ",FALSE
162_Kagan_Elias_VAvGolden,3367.96,3373.96,6,,,,,,,100,58,98,67,Kagan,f,j,Elias,f,a,99," Mr. Elias, if I could go back to the predominance inquiry, one of Mr. Clement's arguments, I think, is something like, well, if you have this 55 percent non-negotiable target, you know, that -- that might be evidence for all districts, but it doesn't get you over the bar for all districts because there might be some districts that are way over 55 percent, so that you can move people in and move people out and never really think about the 55 percent target in anything that you're doing, and that what the Court got wrong here was not recognizing that fact. So why isn't that right? ",FALSE
164_Alito_Crouse_KahlervKansas,2654.16,2660.16,6,,,,,,,100,45,0,46,Alito,m,j,Crouse,m,a,50," I mean, is that -- was was that the traditional understanding of mens rea? ",FALSE
170_Ginsburg_Jurss_MitchellvWisconsin,2453.88,2459.88,6,,,,,,,100,32,82,50,Ginsburg,f,j,Jurss,f,a,91," The -- the main rule, I think you would recognize, is that if you're going to seize blood or anything else from a person, you should get a warrant, with -- with exceptions. One thing that we take into account is, how difficult is it to get a warrant? And in this case, we are -- we were told that in Wisconsin, magistrates are available around the clock by phone or by email, and often it's only -- it takes only 15 minutes. ",FALSE
172_Kavanaugh_Jurss_MitchellvWisconsin,2496.16,2502.16,6,,,,,,,100,38,100,41,Kavanaugh,m,j,Jurss,f,a,100, Does every county in Wisconsin have a judge who's on duty 24/7 for these purposes or at least on call 24/7? ,FALSE
175_Roberts_Unikowsky_WAvCoug,1739.28,1745.28,6,,,,,,,100,23,88,6,Roberts,m,j,Unikowsky,m,a,94," So it's not who owns -- it -- it's not a -- a separation between the goods and the transport, right? ",FALSE
19_Purcell_Sotomayor_WAvCoug,156.48,162.48,6,,,,,,,100,12,100,76,Purcell,m,a,Sotomayor,f,j,100," Well, if you're bringing it into a terminal or refinery,
then -- then the tax is due when it's picked up at a terminal or a refinery. ",FALSE
190_Kavanaugh_Jurss_MitchellvWisconsin,2691.36,2697.36,6,,,,,,,100,38,38,68,Kavanaugh,m,j,Jurss,f,a,69," In some of these situations, I assume it'll be a single officer? ",FALSE
218_Kagan_Jurss_MitchellvWisconsin,3276.8,3282.8,6,,,,,,,100,1,95,52,Kagan,f,j,Jurss,f,a,97.5," But I guess what you just said suggests the limits of these laws. You know, in general, these laws work fine, and the reason that they work fine are because most drivers are conscious. And so the police officer engages with them, and what the law does is it functions not as implied consent, it functions as induced consent or incentivized consent. The police officer comes up and says: Unless you consent, your license is going to be taken away. ",FALSE
24_Sotomayor_Purcell_WAvCoug,201.56,207.56,6,,,,,,,100,16,75,44,Sotomayor,f,j,Purcell,m,a,87.5, If you can't tax them when they picked up the fuel. ,FALSE
245_Alito_Unikowsky_WAvCoug,2305.04,2311.04,6,,,,,,,100,23,26,54,Alito,m,j,Unikowsky,m,a,63, Where does that come from? There's -- you -- you -- you prohibit certain things. ,FALSE
286_Ginsburg_Unikowsky_WAvCoug,2965.04,2971.04,6,,,,,,,100,12,30,52,Ginsburg,f,j,Unikowsky,m,a,65," But these retailers -- these are off-reservation -- the retailers of the fuel, they are off-reservation or on-reservation? ",FALSE
292_Breyer_Unikowsky_WAvCoug,3081.2,3087.2,6,,,,,,,100,0,72,1,Breyer,m,j,Unikowsky,m,a,86," Yes,
it also,
by the way,
has to be the case that it goes by FedEx or it goes by UPS or it goes by a truck or something like that. ",FALSE
316_Gorsuch_Purcell_WAvCoug,3551.64,3557.64,6,,,,,,,100,5,76,44,Gorsuch,m,j,Purcell,m,a,88, Has Washington considered taxing non-tribal members for their purchases on tribal lands? ,FALSE
41_Breyer_Clement_VAvGolden,930.04,936.04,6,,,,,,,100,38,69,61,Breyer,m,j,Clement,f,a,84.5, I see -- I see where you're going. ,FALSE
49_Roberts_Ratner_VAvGolden,1323.12,1329.12,6,,,,,,,100,16,100,61,Roberts,m,j,Ratner,m,a,100," I'm sorry -- thank you, counsel. Ms. Ratner. ",FALSE
50_Breyer_Hinkel_MitchellvWisconsin,846.64,852.64,6,,1,,,851.64,Remove second turn change,100,32,87,76,Breyer,m,j,Hinkel,m,a,93.5," Well, we have a guy lying on the ground. ",FALSE
64_Alito_Schrup_KahlervKansas,1304.64,1310.64,6,,,,,,,100,53,94,69,Alito,m,j,Schrup,f,a,97," If a state adopted the irresistible impulse defense, would that be unconstitutional? ",FALSE
64_Breyer_Hinkel_MitchellvWisconsin,900.44,906.44,6,,,,,,,100,13,71,42,Breyer,m,j,Hinkel,m,a,85.5," Does he say to the intern, don't do it until I can find the -- find the magistrate? ",FALSE
64_Kavanaugh_Ratner_VAvGolden,1592.92,1598.92,6,,,,,,,100,19,100,0,Kavanaugh,m,j,Ratner,m,a,100," How do you distinguish Beens, which seemed to deal with a lot of these same issues? ",FALSE
74_Kagan_Purcell_WAvCoug,825.76,831.76,6,,,,,,,100,56,17,66,Kagan,f,j,Purcell,m,a,58.5, I just really asked how would you describe Cougar Den's activity. ,FALSE
